房子标题,小区名字,小区地址,相关信息,房价总价/万,每平方价格
满五 空中花园 地铁口 南向大三房 精装修 诚心售,天集雅苑 ,龙岗中心城,3室2厅 | 121.13平米 | 南 | 精装 | 高楼层(共26层) | 2008年建 | 板塔结合,365,30133
满五唯一，适合居住，配套齐全，出行方便。,天井湖小区 ,黄贝岭,2室1厅 | 72.38平米 | 东南 | 简装 | 高楼层(共7层) | 1994年建 | 塔楼,370,51120
正门地铁后门公园，大社区，大3房，总价低，沃尔玛,康达尔花园五期蝴蝶堡 ,布吉大芬,3室2厅 | 83.76平米 | 东 | 精装 | 高楼层(共34层) | 2008年建 | 板塔结合,410,48950
满5年唯一，红本在手，税费少，朝东南，近地铁,信和花园 ,布吉大芬,3室2厅 | 94.44平米 | 东南 | 精装 | 高楼层(共8层) | 1997年建 | 塔楼,,30125
布吉大芬三号线地铁口信和花园大三房出售，满五年唯一,信和花园 ,布吉大芬,3室2厅 | 94.36平米 | 南 | 简装 | 中楼层(共8层) | 1997年建 | 塔楼,320,33913
振业天峦 3室1厅 335万,振业天峦 ,龙岗宝荷,3室1厅 | 88.89平米 | 南 | 精装 | 中楼层(共33层) | 2014年建 | 板塔结合,335,37688
"满两年,税费少,精装修,业主诚心出售",中骏四季阳光三期 ,坪地,3室2厅 | 86.26平米 | 东北 | 精装 | 中楼层(共24层) | 2018年建 | 塔楼,349,40460
怡康家园 实用3房 朝南高层 业主诚心出售业主,怡康家园 ,布吉大芬,3室2厅 | 81.54平米 | 东北 | 精装 | 中楼层(共30层) | 2006年建 | 板塔结合,,39809
红本在手，高楼层，采光通风好，近地铁，交通便利,京基东方都会 ,新秀,2室1厅 | 62.81平米 | 南 | 精装 | 高楼层(共32层) | 2004年建 | 板塔结合,366,58271
合正丹郡，高楼层视野开阔精装三房,合正丹郡 ,丹竹头,3室2厅 | 100.54平米 | 东南 | 精装 | 中楼层(共34层) | 2017年建 | 板楼,396,39388
公园旁 地铁到家 山海四季城-公园道 精装4房,山海四季城·公园道 ,盐田港,4室2厅 | 88.05平米 | 南 | 精装 | 低楼层(共33层) | 2016年建 | 板楼,460,52244
小区单证    高楼层     大户型,卓越皇后道 ,红山,4室1厅 | 162.56平米 | 南 | 精装 | 高楼层(共26层) | 2015年建 | 板塔结合,1098,67545
带装修大复式，前后大阳台，看山看湖,星河丹堤 ,梅林关,4室2厅 | 275.81平米 | 西南 东北 | 精装 | 高楼层(共30层) | 2007年建 | 板塔结合,2100,76140
百合星城二期 格局方正 住家舒适,百合星城二期 ,布吉关,3室1厅 | 106.7平米 | 南 | 精装 | 低楼层(共33层) | 2006年建 | 塔楼,510,47798
信义五期精装三房，满5唯一，拎包入住,信义假日名城五期A逸翠园 ,布吉关,3室2厅 | 87.63平米 | 东 西 | 精装 | 高楼层(共18层) | 2006年建 | 板塔结合,465,53065
满两年 精装修 双阳台 三房两卫,万豪掬月半山 ,前海,3室1厅 | 84.94平米 | 东 | 精装 | 低楼层(共29层) | 2017年建 | 板塔结合,1010,118908
此房满五唯一，楼层佳，户型方正，业主诚心出售,吉星花园 ,布吉关,3室2厅 | 81平米 | 南 | 简装 | 低楼层(共7层) | 1993年建 | 板塔结合,289,35680
南北通透，双阳台户型，业主诚心卖！,阳基新天地 ,丹竹头,3室1厅 | 87.39平米 | 南 北 | 简装 | 中楼层(共24层) | 2013年建 | 塔楼,310,35474
业主超诚心卖，精装三房，无暗房，无噪音！,华苑 ,西乡,3室2厅 | 75.41平米 | 西南 | 精装 | 低楼层(共24层) | 2017年建 | 塔楼,500,66305
银湖蓝山一手精装修，标准三房带双阳台，业主诚心卖,华润银湖蓝山 ,银湖,3室2厅 | 90.55平米 | 南 北 | 精装 | 低楼层(共31层) | 2017年建 | 板塔结合,890,98289
满五年，大户型方正花园安静近14号线四联站3号线。,隆盛花园 ,横岗,3室2厅 | 113.9平米 | 南 | 简装 | 中楼层(共10层) | 2002年建 | 板塔结合,336,29500
金域豪庭1期 中楼层 业主自住 税费少,金域豪庭 ,福永,3室2厅 | 91.3平米 | 南 | 简装 | 中楼层(共7层) | 2000年建 | 板塔结合,500,54765
东悦名轩 适合居家 生活便利 交通快捷 位置好,东悦名轩 ,东门,2室1厅 | 70.88平米 | 南 | 精装 | 中楼层(共33层) | 2004年建 | 塔楼,525,74069
次新房，小区新景观好，业主诚心出售,合正丹郡 ,丹竹头,3室2厅 | 100.17平米 | 西南 | 精装 | 中楼层(共34层) | 2017年建 | 板楼,410,40931
"满五年唯一税少,户型方正,装修清爽,高层采光通风好",龙珠花园B区 ,布吉关,3室1厅 | 76.37平米 | 东 | 精装 | 高楼层(共30层) | 1997年建 | 板塔结合,302,39545
宝店长推宝龙科技园，精装视野好，二楼书房带阳台,金地名峰 ,龙岗宝荷,4室1厅 | 89.32平米 | 北 | 精装 | 高楼层(共32层) | 2014年建 | 板塔结合,345,38626
楼下就地铁 满二年 户型通透 精装修,朗钜御风庭 ,黄贝岭,2室1厅 | 64.58平米 | 东 | 精装 | 中楼层(共28层) | 2004年建 | 板塔结合,405,62713
鹏兴二期精装两房  高层采光好  业主诚心出售,鹏兴花园二期 ,莲塘,2室1厅 | 59.21平米 | 北 | 精装 | 高楼层(共16层) | 2000年建 | 板塔结合,358,60463
实用三房 满五年唯一 业主诚心卖  看房方便,东方盛世花园 ,布吉关,3室2厅 | 96.67平米 | 东北 | 简装 | 中楼层(共17层) | 2008年建 | 板塔结合,450,46551
满五唯一红本在手 业主自己住 保养好,桂芳园四期 ,布吉大芬,3室1厅 | 70.9平米 | 西北 | 简装 | 中楼层(共11层) | 2002年建 | 板塔结合,325,45840
宽敞三房-南北通透-动静分离-采光充足-位置安静,九州家园 ,龙岗双龙,3室2厅 | 116.26平米 | 南 北 | 简装 | 低楼层(共9层) | 2003年建 | 板楼,320,27525
近布吉3、5号线出行方便，房子带大阳台 采光通风好.,京南华庭 ,布吉关,3室1厅 | 84平米 | 东北 | 精装 | 低楼层(共18层) | 2008年建 | 塔楼,387,46072
丰泽湖山庄优质四房，依山傍水，价格优惠拎包入住,丰泽湖山庄 ,梅林关,4室2厅 | 128.62平米 | 东北 | 精装 | 低楼层(共11层) | 2003年建 | 板塔结合,698,54269
近地铁大社区，人车分流，前学肖后公园，户型方正实用,梅林一村三区 ,梅林,3室2厅 | 90.31平米 | 北 | 精装 | 低楼层(共32层) | 2002年建 | 板塔结合,735,81387
满五年家庭再深唯一 红本税少 三阳台 边套采光佳,鹏兴花园五期 ,莲塘,3室2厅 | 74.03平米 | 北 | 精装 | 高楼层(共16层) | 2002年建 | 板楼,432,58355
高楼层南向，大三房满五年可免个税，装修漂亮保养好,四季御园 ,莲塘,3室1厅 | 83.33平米 | 南 | 精装 | 中楼层(共39层) | 2015年建 | 板塔结合,580,69603
满园 满五唯一红本 南北通风 大三房  精装修 诚心出售,满园 ,龙岗中心城,3室2厅 | 109.8平米 | 东南 | 精装 | 高楼层(共18层) | 2008年建 | 板塔结合,520,47359
深圳北站大3房 金地品牌物业  前后3个阳台满五年红本,金地梅陇镇四期 ,民治,3室2厅 | 123平米 | 南 | 简装 | 中楼层(共25层) | 2009年建 | 板塔结合,665,54066
业主诚意出售 ，采光通风后，装修保养得当。,中兆花园 ,布吉大芬,3室1厅 | 68平米 | 西北 | 精装 | 中楼层(共8层) | 2000年建 | 板塔结合,,39692
七月满五年，地铁口，精心装修设计，可以拎包入住,鸿荣源尚峰 ,布吉石芽岭,3室2厅 | 75.58平米 | 北 | 精装 | 高楼层(共30层) | 2016年建 | 板楼,535,70786
翠枫豪园 3室1厅 305万,翠枫豪园 ,布吉街,3室1厅 | 73.53平米 | 东北 | 精装 | 低楼层(共6层) | 2002年建 | 板塔结合,305,41480
红本，中空跃式户型，电梯房一梯两户,益田花园二期 ,皇岗,5室2厅 | 180平米 | 东南 | 精装 | 高楼层(共12层) | 1998年建 | 板塔结合,1400,77778
星海名城标准三房 户型方正，红本在手，业主诚意出售,星海名城二期七组团 ,前海,3室1厅 | 79.56平米 | 东 | 精装 | 中楼层(共14层) | 2002年建 | 板塔结合,710,89241
满五年唯一，装修好，户型方正，适合居家,麟恒中心广场二期 ,横岗,3室1厅 | 89.28平米 | 东 | 精装 | 高楼层(共30层) | 2016年建 | 板塔结合,448,50180
口岸物业 高楼层 景观好 新社区 户型使用空间大,峰度天下 ,新秀,3室1厅 | 88平米 | 南 | 精装 | 高楼层(共30层) | 2010年建 | 板塔结合,480,54546
星都豪庭朝东南精装三房，满五唯一,星都豪庭 ,布吉大芬,3室2厅 | 85.75平米 | 东南 | 精装 | 中楼层(共33层) | 2015年建 | 板塔结合,485,56560
户型通透，地铁口物业，大花园社区，等待有缘的您,中洲华府 ,新安,4室2厅 | 167.73平米 | 东南 | 精装 | 低楼层(共30层) | 2015年建 | 板塔结合,1498,89311
地铁口的大三房，精装修省心拎包住，万象汇商城旁边,佳兆业可园七期 ,布吉关,3室1厅 | 110.82平米 | 北 | 精装 | 中楼层(共24层) | 2008年建 | 板楼,560,50533
香榭峰景苑  电梯两房   三阳台户型   采光通风好,香榭峰景苑 ,西丽,2室1厅 | 68平米 | 东北 | 简装 | 低楼层(共18层) | 2008年建 | 塔楼,560,82353
可园五期98平四房真复式   满五唯一红本 东北看园景,佳兆业可园五期 ,布吉关,4室1厅 | 98.44平米 | 东北 | 精装 | 中楼层(共23层) | 2007年建 | 板楼,520,52825
正规3房，楼层好，视野开阔，采光充足，配套齐全,星河智荟 ,横岗,3室2厅 | 87.65平米 | 东南 | 精装 | 中楼层(共30层) | 2017年建 | 板塔结合,425,48489
电梯三房，中高楼层看花园，通风采光好，装修保养佳,星光之约 ,坂田,3室2厅 | 95.36平米 | 南 北 | 精装 | 中楼层(共9层) | 2002年建 | 板楼,500,52433
地铁口物业 欧式摩卡社区大花园 真复式 诚心出售,佳兆业可园五期 ,布吉关,4室1厅 | 98.44平米 | 北 | 简装 | 低楼层(共23层) | 2007年建 | 板楼,520,52825
业主自住，装修保养好，视野采光好，通风性好,尚水天成 ,布吉水径,3室2厅 | 87.72平米 | 南 | 精装 | 高楼层(共33层) | 2016年建 | 板塔结合,526,59964
朝南看花园大三房，精装修，买过来直接入住,中海大山地北区 ,横岗,3室1厅 | 89.68平米 | 东南 | 简装 | 中楼层(共32层) | 2009年建 | 板塔结合,410,45719
个人产权清晰   业主诚心放卖。。。。。。,港丽豪园 ,福田中心,3室2厅 | 105.34平米 | 东南 | 简装 | 中楼层(共41层) | 2003年建 | 板塔结合,865,82116
此房南北通格局，楼层好视野开阔，采光充足，配套齐,海逸雅居 ,大运新城,3室2厅 | 92.48平米 | 南 | 其他 | 中楼层(共6层) | 2007年建 | 板楼,377,40766
新龙岗花园 正规朝南三房 适合居家,新龙岗花园 ,龙岗中心城,3室2厅 | 101.69平米 | 南 | 精装 | 高楼层(共9层) | 2003年建 | 塔楼,290,28519
此房满五唯一，南北通透格局，配套齐全,华浩源B区 ,布吉石芽岭,3室1厅 | 123.68平米 | 南 北 | 精装 | 中楼层(共11层) | 2005年建 | 板塔结合,460,37193
公园里的三房 客厅阳台看湖 楼层采光好 此户型很少卖,翠枫豪园 ,布吉街,3室2厅 | 81.73平米 | 南 | 精装 | 高楼层(共15层) | 2006年建 | 板塔结合,360,44048
朝南看花园，视野开阔， 楼层好户型，实用高,布吉中心花园 ,布吉街,3室1厅 | 104.1平米 | 东南 | 精装 | 中楼层(共30层) | 2005年建 | 板塔结合,484,46494
地铁口阔绰大三房，中间楼层，户型方正，业主急售。,大信花园 ,龙华中心,3室2厅 | 93.66平米 | 东 | 简装 | 中楼层(共8层) | 2005年建 | 板塔结合,480,51250
天悦龙庭南向大三房 满五唯一诚心卖 欢迎来电看房,天悦龙庭二期 ,宝安中心,3室2厅 | 115平米 | 南 | 精装 | 高楼层(共28层) | 2005年建 | 塔楼,1350,117392
龙岗 万象天成 地铁口 正规3房,万象天成 ,龙岗中心城,3室1厅 | 89平米 | 东南 | 简装 | 高楼层(共24层) | 2010年建 | 板塔结合,338,37978
满五唯一税少金地名峰花园精装四房复式结构金地物业。,金地名峰 ,龙岗宝荷,4室1厅 | 89.89平米 | 南 | 精装 | 中楼层(共30层) | 2014年建 | 板塔结合,399,44388
凯德广场旁小户型   满五唯一红本在手 高层朝东看春笋,金海岸大厦 ,后海,1室1厅 | 36.36平米 | 东 | 简装 | 高楼层(共30层) | 2003年建 | 塔楼,385,105886
满五唯一，业主诚心，看房方便，南北通透，精装修,花语岸 ,布吉街,4室2厅 | 103.69平米 | 南 北 | 精装 | 中楼层(共26层) | 2010年建 | 塔楼,510,49186
东南向 高楼层 正看梧桐山 满五年 税费少 精装修,麟恒中心广场二期 ,横岗,3室2厅 | 88.14平米 | 南 北 | 精装 | 高楼层(共30层) | 2016年建 | 板塔结合,438,49694
此房源满两年，楼层好，装修保养好.,中海怡翠山庄四期 ,布吉水径,3室2厅 | 89.36平米 | 东南 北 | 简装 | 高楼层(共6层) | 2002年建 | 板塔结合,398,44539
聚豪园大社区，朝南向大四房，看小区，带固定车位！,聚豪园 ,景田,4室2厅 | 144.97平米 | 南 | 精装 | 高楼层(共17层) | 2000年建 | 板塔结合,1288,88846
熙璟城 3室2厅 430万,熙璟城 ,平湖,3室2厅 | 88平米 | 东南 | 精装 | 低楼层(共32层) | 2014年建 | 板塔结合,430,48864
满五唯一，精装修，自住保养好，主推好房,阳光花园 ,布吉街,3室2厅 | 79.37平米 | 北 | 简装 | 低楼层(共7层) | 2001年建 | 板塔结合,320,40318
罗湖 万科桂苑 正规三房 精装 拎包入住,万科桂苑 ,地王,3室2厅 | 101.79平米 | 南 北 | 精装 | 中楼层(共7层) | 1997年建 | 板塔结合,650,63857
宝能悦澜山花园 满五唯一 高楼层视野开阔无遮挡,宝能悦澜山花园 ,龙岗中心城,4室2厅 | 87.98平米 | 东 | 精装 | 高楼层(共30层) | 2014年建 | 塔楼,475,53990
端头 带大平台花园 全新装修 可拎包入住  带138平花园,翰岭院 ,梅林,5室2厅 | 108.52平米 | 南 北 | 精装 | 低楼层(共24层) | 2005年建 | 板塔结合,1100,101364
房子东南向，小区带花园，配套齐全，户型采光通风好,都市名园 ,万象城,2室1厅 | 63.53平米 | 东 | 精装 | 中楼层(共32层) | 2000年建 | 平房,420,66111
碧海富通城，大阳台，三房户型，大客厅,碧海富通城五期 ,碧海,3室2厅 | 85.08平米 | 东北 | 精装 | 低楼层(共19层) | 2009年建 | 板楼,780,91679
满五年红本在手，税费少，刚需两房，朝南，使用率高,学子荔园 ,大学城,2室2厅 | 59.45平米 | 南 | 简装 | 高楼层(共7层) | 2006年建 | 板楼,490,82423
满五唯一 户型方正 南北朝向通风采光好,桃源居一区 ,桃源居,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共7层) | 2004年建 | 板塔结合,650,55556
小区好位置 通透 舒服 合适楼层 精装修,万科四季花城二期 ,坂田,3室2厅 | 98.36平米 | 东 | 精装 | 中楼层(共6层) | 2000年建 | 板楼,570,57951
中海怡翠山庄四期 大阳台三房 明厨明卫 直厅看花园,中海怡翠山庄四期 ,布吉水径,3室1厅 | 90.34平米 | 东北 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,420,46492
3号线丹竹头地铁口 正规三房低总价,中兆花园 ,布吉大芬,3室1厅 | 62.35平米 | 南 北 | 简装 | 高楼层(共8层) | 2000年建 | 板塔结合,238,38172
麒麟花园A区 3室1厅 1350万,麒麟花园A区 ,南头,3室1厅 | 105.79平米 | 南 | 简装 | 低楼层(共24层) | 2004年建 | 塔楼,1350,127612
一手业主 房子保养好 满五唯一 东南视野开阔 看房方便,信义御城豪园 ,横岗,3室2厅 | 89.48平米 | 东南 | 精装 | 中楼层(共28层) | 2014年建 | 塔楼,430,48056
东方瑞景园 精装三房 满五一套 税费少  诚心出售,东方瑞景苑 ,龙岗双龙,3室2厅 | 74.55平米 | 西南 | 精装 | 高楼层(共27层) | 2011年建 | 板塔结合,265,35547
龙岗中  心城，万科翰邻城，装修三房，满五年。,万科翰邻城 ,龙岗中心城,3室2厅 | 78.31平米 | 南 | 精装 | 高楼层(共24层) | 2012年建 | 板塔结合,638,81472
梅陇镇三期四房，高楼层，采光视野好，看房方便,金地梅陇镇三期 ,龙华新区,4室2厅 | 135.69平米 | 南 北 | 精装 | 中楼层(共31层) | 2008年建 | 塔楼,820,60432
安静   满五唯一   复式上错结构   三房,碧海名园 ,西乡,3室2厅 | 59.85平米 | 东南 | 简装 | 高楼层(共6层) | 2004年建 | 板塔结合,455,76024
金地名峰复室精装三房，满五唯一 红本在手,金地名峰 ,龙岗宝荷,3室1厅 | 89平米 | 东北 | 精装 | 中楼层(共30层) | 2014年建 | 板塔结合,380,42697
85平，满五年，实用高，税费低，背靠石牙岭天然氧吧,半岛苑 ,布吉石芽岭,3室2厅 | 84.42平米 | 西北 | 简装 | 中楼层(共8层) | 2000年建 | 板楼,297,35182
凤凰山脚，品质精装方正四房，安静看花园小区,同和悦园 ,福永,4室2厅 | 89.67平米 | 东南 | 精装 | 低楼层(共24层) | 2016年建 | 板楼,570,63567
地铁口物业，此房中间楼层朝南视野好，采光好，保养好,佳兆业城市广场一期 ,坂田,3室1厅 | 89.51平米 | 南 | 精装 | 中楼层(共47层) | 2013年建 | 塔楼,645,72059
蝴蝶堡 大三房 厅出阳台 主卧出阳台 朝南正看山景,康达尔花园五期蝴蝶堡 ,布吉大芬,3室1厅 | 81.14平米 | 南 | 精装 | 高楼层(共34层) | 2009年建 | 板塔结合,455,56076
裕达华庭 精装大两房 税费少 楼下是盐田站,裕达华庭 ,盐田港,2室2厅 | 75.25平米 | 南 | 精装 | 中楼层(共28层) | 2007年建 | 板塔结合,310,41197
此房满五唯一，3+1通透户型，高层东南朝向，视野好,中信湾上六座 ,碧海,3室2厅 | 121.27平米 | 东南 | 简装 | 高楼层(共32层) | 2009年建 | 板塔结合,928,76524
翡翠星光园精装两房，中间楼层采光视野好,翡翠星光园 ,布吉关,2室1厅 | 54.95平米 | 北 | 精装 | 中楼层(共28层) | 2007年建 | 板塔结合,280,50956
